Player Name,School Name,Position,Height,Year,Games Started,PPG,RebPG,AstPG,+/-,FG%,3FG%,FT%
Jayson Kent,Indiana St.,G,6'8,Junior,31,12.8,8.2,0.6,328,62.4,34.3,82
Jerome Palm,Valparaiso,F,6'10,Senior,16,4.5,3.7,0.4,-94,46.7,0,53.1
Kaspar Sepp,Valparaiso,F,6'7,Freshman,15,3.9,4.1,1,-245,48.4,22.7,45
Kyle Thomas,Bradley,F,6'10,Sophomore,0,1.5,0.7,0.4,-16,42.1,0,100
Landon Wolf,UNI,G,6'4,Sophomore,0,4.6,1.2,0.4,19,48.5,43.1,84.6
Matthew Lee,Missouri St.,G,6',Senior,18,8.5,2.5,3.8,-31,32.2,29,80.4
N.J. Benson,Missouri St.,F,6'8,Sophomore,23,8.6,7.9,0.7,64,63,NA,61.1
Nick Kramer,Missouri St.,G,6'3,Freshman,2,3.8,1.8,0.2,-27,33.3,36.4,66.7
Ola Ajiboye,Valparaiso,F,6'7,Sophomore,0,3.5,3.4,0.4,0,54.3,NA,61.2
Raphe Ayres,Missouri St.,G,6'5,Junior,11,2.2,2.9,0.6,1,35.6,34.5,80
Sekou Kalle,Evansville,F,6'10,Junior,0,0.9,0.9,0.2,-39,50,NA,20
Steven Clay,UIC,G,6'4,Sophomore,2,4.1,1.5,0.6,-55,39.8,32.1,94.1
Tanner Cuff,Evansville,G,6'7,Junior,0,7.2,4.1,2.1,-43,47.6,27.1,71.7
Trent Brown,Southern Ill.,G,6'2,Senior,31,9,2.1,1.4,109,37.9,35.5,86.1
Trey Miller,Southern Ill.,G,6'2,Sophomore,0,1.1,0.3,1,-18,35.7,33.3,100
Tyler Myers,Evansville,G,5'10,Freshman,0,1.3,0.5,0.2,-11,28.6,50,100
Yusef Salih,UIC,G,6',Junior,0,2.1,0.6,0.2,-14,25.6,28.6,100
Alston Mason,Missouri St.,G,6'2,Junior,30,17.5,3,3.6,-18,42.3,35.3,78.3
Brandon Lieb,Illinois St.,F,7'1,Senior,5,3.1,3.6,0.4,-36,34.7,8.3,70
Cade Hardtke,Bradley,G,6'2,Junior,0,0.5,0.5,0.1,16,44.4,50,NA
Cameron Fens,UIC,F,6'10,Sophomore,3,1.8,1.8,0.1,-9,59.1,NA,60
Chance Moore,Missouri St.,G,6'6,Junior,20,10.7,5.3,0.5,6,41.2,29.5,61.7
Chase Walker,Illinois St.,F,6'9,Freshman,0,3.2,2.1,0.4,-17,52.9,NA,75
Connor Linke,Bradley,F,6'9,Senior,1,1.6,2.3,0.6,9,61.5,NA,NA
Dalton Banks,Illinois St.,G,6'2,Senior,31,8.5,3.1,3.6,0,37.4,29.5,59.8
Donovan Clay,Missouri St.,F,6'8,Senior,32,12.8,5.9,2.4,44,44.2,32.6,68.8
Isaiah Swope,Indiana St.,G,5'10,Junior,31,16.2,2.9,2.3,320,43.2,37,74.3
Jacob Hutson,UNI,F,6'11,Junior,32,9.5,3.8,1.3,10,56.2,45.8,63.6
Jake Dykstra,Belmont,G,6'4,Sophomore,0,0.5,0.8,0.1,-1,23.5,30.8,NA
Jordan Davis,Illinois St.,G,6'4,Senior,5,3.2,2.6,0.5,-110,30.2,25,41.7
Jovan Stulic,Southern Ill.,G,6'6,Senior,0,3.6,2.5,0.6,27,34.4,26.2,86.7
Julian Larry,Indiana St.,G,6'3,Junior,32,10.8,2.9,4.7,363,52.2,46.8,80.4
Kyron Gibson,Drake,G,6'1,Senior,1,3.8,1.5,1.2,173,36.8,30.3,87.5
Lawrent Rice,Murray St.,G,6'3,Freshman,0,3.4,0.9,0.6,-10,50,33.3,50
Luke Kasubke,Illinois St.,G,6'5,Senior,4,4,1.5,0.5,-43,30.4,30.3,83.9
Malevy Leons,Bradley,F,6'9,Senior,32,13.7,7,1.4,216,49,34.5,78.3
Masen Miller,Indiana St.,G,6'2,Junior,0,1.9,0.3,0.4,41,45.9,42.9,NA
Michael Duax,UNI,F,6'6,Sophomore,4,3.7,2.6,0.5,-17,50,58.8,51.5
Myles Foster,Illinois St.,F,6'7,Senior,30,12.4,8.1,1.7,28,52.8,8.3,65.1
Patrick Chew,Murray St.,G,6'3,Freshman,0,0.7,0.4,0.1,1,23.1,30,50
Robbie Avila,Indiana St.,F,6'10,Sophomore,32,17.5,6.6,3.8,365,54.9,40.5,82
Ryan Conwell,Indiana St.,G,6'4,Sophomore,32,15.9,5.7,2.3,345,47.1,39.5,87.8
Ryan Schmitt,Illinois St.,F,6'11,Senior,0,2.4,0.4,0.2,12,40,33.3,100
Troy D'Amico,Southern Ill.,F,6'7,Junior,31,9.4,3.8,2.5,90,42.7,36.4,87
Yacine Toumi,Evansville,F,6'10,Senior,32,10.8,6.5,1.5,-136,53.5,19.2,58.4
Ahmet Jonovic,Bradley,F,7'1,Sophomore,3,3.8,2.1,0.5,-35,47.7,NA,73.5
Almar Atlason,Bradley,F,6'8,Freshman,17,4.8,1.8,0.8,147,40,40,62.5
Chase Courbat,UNI,F,6'9,Sophomore,0,0.7,0.2,0.2,-3,66.7,NA,0
Colby Garland,Drake,G,6'1,Freshman,2,5.9,2.7,2.3,114,50,22.6,81.2
Conor Enright,Drake,G,6',Sophomore,31,7.1,3.3,3.2,211,45.2,44.2,72.5
Darius Hannah,Bradley,F,6'9,Senior,32,11.6,6.2,1.8,199,63.1,16.7,63.9
Dawson Carper,Missouri St.,F,6'11,Senior,1,1.1,0.9,0,-20,61.5,NA,20
Emarion Ellis,Bradley,G,6'5,Junior,3,2.5,1.9,0.9,-1,39.1,16.7,88.9
Ethan Pickett,UIC,G,6'4,Junior,26,5.9,3.1,0.8,-53,52.4,32.6,67.6
Filip Skobalj,UIC,F,6'7,Junior,28,8.1,3.6,1.3,-77,46.1,40.9,85.2
Isaiah Rivera,UIC,G,6'5,Senior,32,15.5,4.2,1.8,-92,45.5,40.5,77
Isaiah Walker,Belmont,G,6'5,Sophomore,22,5.8,4.7,2,26,41.8,32.1,62.9
Jaxon Edwards,Valparaiso,G,6'5,Sophomore,20,7,4.9,0.7,-158,39.2,30.8,77.4
Joshua Hughes,Evansville,F,6'10,Freshman,8,6.8,4.1,1.1,-46,46.8,38.8,69.6
Justin Morgan,Murray St.,G,6'6,Sophomore,19,3.6,2.4,0.5,38,36,23.5,69.4
Keith Robbins,Belmont,G,6'5,Freshman,0,1.3,0.1,0,-30,44.4,50,NA
Kendall Lewis,Illinois St.,F,6'8,Senior,26,8.5,6.6,1,-14,50.8,25,72.1
Kevin Overton,Drake,G,6'5,Freshman,33,11.2,3.3,1.1,199,43.8,33.7,80
Nate Ferguson,Drake,F,6'8,Senior,0,3.8,2.9,0.6,37,73,NA,58.2
Nathan Ojukwu,UIC,F,6'6,Freshman,0,1.6,1.1,0.3,-9,37.9,36.4,71.4
Sam Murray II,Murray St.,F,6'9,Sophomore,0,1.6,1.6,0.4,-21,40.7,NA,66.7
Scottie Ebube,Southern Ill.,F,6'10,Junior,1,5.8,3.5,0.3,54,69.1,NA,39
Trey Campbell,UNI,G,6'4,Sophomore,30,8.8,3.7,1.2,16,44.2,38.1,81.4
Antonio Thomas,Evansville,G,6'2,Senior,32,7.7,2.2,1.7,-141,41.7,31.4,87.3
Ben Humrichous,Evansville,F,6'9,Senior,23,14.8,4.7,1.8,43,47.8,41.6,75.7
Brigham Rogers,Belmont,F,6'9,Freshman,9,4.9,2.8,1,-40,56.9,33.3,55.7
Carlos Rosario,Drake,F,6'7,Junior,0,2.2,1.4,0.4,21,51.2,44.4,70.4
Cesare Edwards,Missouri St.,F,6'9,Junior,7,7.2,4.8,0.4,-68,46.9,25,78.6
Connor Barrett,Valparaiso,G,6'6,Senior,1,1.9,1.4,0.1,-31,25.7,25,0
Connor Hickman,Bradley,G,6'3,Junior,27,15,3.5,3,177,46.6,41.5,70
Darius Burford,Illinois St.,G,6',Senior,20,12.9,2.4,1.5,-10,43.3,20,78.1
Darnell Brodie,Drake,F,6'9,Senior,33,11.3,7.9,1.9,290,63.3,NA,66
Demarion Burch,Bradley,G,6'4,Freshman,2,4.9,2.3,1.2,145,46.5,38.7,58.3
Jaden Brownell,UIC,F,6'9,Sophomore,3,5.8,2.3,0.9,24,42.6,35.6,66.7
Jaden Daughtry,Indiana St.,F,6'7,Freshman,0,3,1.5,0.2,-6,57.7,20,40
Nick Ellington,Murray St.,F,6'7,Junior,31,11,6.1,0.7,4,58.5,NA,48.6
Sheridan Sharp,Southern Ill.,G,6'3,Freshman,0,0.8,0,0.2,-7,0,NA,75
Tucker DeVries,Drake,G,6'7,Junior,32,21.8,6.8,3.6,283,44.4,36.4,82.5
Tytan Anderson,UNI,G,6'6,Junior,32,11.9,7.2,2,87,49.8,24,69.2
Xavier Bledson,Indiana St.,F,6'6,Senior,6,6.6,2.8,2.5,208,48.7,37.2,85.7
Xavier Johnson,Southern Ill.,G,6'1,Senior,31,22.2,4.2,6.2,131,41.9,36.9,88.9
Braylon Jackson,Evansville,G,6'5,Freshman,0,0.5,0.3,0.3,-17,11.1,25,NA
Cameron Haffner,Evansville,G,6'2,Freshman,15,4.4,1.8,1,-62,38.5,31.5,33.3
Christian Davis,Bradley,G,6'7,Junior,10,7.5,4.6,0.7,121,40.6,32.5,84.8
Clarence Rupert,Southern Ill.,F,6'8,Junior,29,7.3,5.6,1,12,56.2,23.5,57.1
Damien Mayo Jr.,Missouri St.,G,6'3,Sophomore,21,5.1,3.4,1,71,53.1,33.3,75.9
Darius DeAveiro,Valparaiso,G,6',Junior,31,8,3.1,5.3,-285,34.1,35.6,79.6
Harouna Sissoko,Illinois St.,F,6'7,Senior,0,1,1,0,-6,25,0,83.3
Isaiah Stafford,Valparaiso,G,6'2,Junior,27,16.8,3.7,2,-186,37.4,27.7,73.8
Jarrett Hensley,Southern Ill.,F,6'8,Senior,1,5.4,2.5,0.1,25,48.4,37,82.1
Johnny Kinziger,Illinois St.,G,5'11,Freshman,9,8.9,2.5,1.8,-13,46.2,40,86.9
Quincy Anderson,Murray St.,G,6'4,Senior,24,12.6,4.5,1.1,-81,45.8,38.9,74.1
Alden Applewhite,Murray St.,F,6'7,Junior,0,5.2,2.5,1,9,31,29.1,74.3
"Brian Moore, Jr.",Murray St.,G,6'1,Junior,11,9.1,1.6,1.3,-22,45.6,19.2,78.9
Chuck Bailey III,Evansville,G,6'5,Freshman,1,8.3,2.5,0.7,-30,39.8,34,81.6
Cooper Schwieger,Valparaiso,F,6'9,Freshman,30,13.3,5.3,1,-182,49.8,36,78.9
Jayce Willingham,Belmont,G,6'5,Senior,28,7.9,4.6,1.5,136,44.3,38.1,77.1
Kyler Vanderjagt,Belmont,G,6'4,Sophomore,0,2.1,0.9,0.5,-85,36.1,21.7,94.4
Malek Abdelgowad,Murray St.,F,6'10,Junior,0,3.6,2.7,0.3,-20,51,NA,78.9
Marquise Kennedy,UIC,G,6'1,Senior,6,4.8,2.9,1,-26,45.4,6.7,72.7
Shawn Walker Jr.,Murray St.,G,6'6,Senior,9,2.7,1.6,0.7,-51,33.3,21.2,58.3
Eric Northweather,Drake,F,6'9,Junior,0,1.6,0.6,0.2,-5,31,33.3,75
Ja'Kobi Gillespie,Belmont,G,6',Sophomore,23,17.4,3.8,4.2,132,56.2,39,83.1
Jahari Williamson,Valparaiso,G,6'1,Freshman,5,7.7,2,0.9,-115,34,33.6,80.6
Keishawn Davidson,Belmont,G,6'2,Senior,24,8.8,2.9,3.9,-1,39.6,34.7,83.3
Kennard Davis Jr.,Southern Ill.,G,6'6,Freshman,10,4.4,3,0.9,127,41.7,30,62.1
Kenny Strawbridge,Evansville,G,6'6,Senior,32,9.8,3.7,2.5,-98,41.7,29.8,68.5
Malachi Poindexter,Illinois St.,G,6'2,Senior,24,8.3,2.3,1.6,-12,38.2,33.6,85.2
Augustinas Kiudulas,Indiana St.,F,6'8,Freshman,0,0,1.7,0.2,-12,0,0,0
Sherman Weatherspoon,Valparaiso,G,6'2,Freshman,10,5,1,0.5,-153,37.6,36.8,87.5
Joe Vick,Valparaiso,F,6'1,Sophomore,0,0,0.5,0,4,NA,NA,NA
Ty Blake,Illinois St.,G,6'4,Freshman,0,0,0,0,-2,NA,NA,NA
Chris Cross,Southern Ill.,G,6'2,Senior,0,0,0,0,-5,NA,NA,NA
Charlie Miller,UNI,G,6',Freshman,0,0,0,0,-5,NA,NA,NA
Dakota Candler,Evansville,F,6'5,Freshman,0,0,0.7,0,-6,NA,NA,NA
Jaden Schertz,Indiana St.,G,5'11,Sophomore,0,0,0,0,6,0,NA,NA
Nik Stadelman,Illinois St.,G,6',Senior,0,0.8,0.2,0,-5,50,50,NA
Drew King,UIC,G,6'3,Sophomore,0,1.5,2,2,4,33.3,100,NA
Grant Welch,UIC,G,6'3,Freshman,0,1.2,0,0,9,50,33.3,NA
Michael Day,Evansville,F,6'11,Freshman,0,0.3,0.7,0.1,-12,25,0,NA
Weston Aigner,Evansville,G,6'3,Freshman,0,0.3,0.5,0,-11,20,0,NA
Cameron Gehlhausen,Evansville,G,6'5,Sophomore,0,0,0.5,0,-14,0,0,NA
Brashon Hall,Drake,G,6'1,Junior,0,0.7,0.3,0.1,5,50,66.7,NA
Anthony Sciarroni,Valparaiso,G,6',Senior,0,0.9,0.1,0.1,-15,42.9,60,NA
Kanon Gipson,Missouri St.,G,6'3,Freshman,0,0,0,0.1,-3,0,NA,NA
Tommy Pinegar,Missouri St.,G,6'2,Freshman,0,0,0,0,-2,0,0,NA
Fletcher Boatright,Murray St.,G,6'4,Freshman,0,0,0,0,-8,0,0,NA
Sam Hennessy,Bradley,G,6'2,Junior,0,1,0.2,0,-13,33.3,33.3,50
Ethyn Brown,UIC,G,5'11,Sophomore,0,0.3,0.3,0.4,-5,25,0,0
Goanar Biliew,Bradley,F,6'8,Senior,1,0,0.8,0,-8,NA,NA,0
Nico Nobili,Boston U.,F,6'10,Sophomore,31,7.2,4.4,1.1,-10,45,33.8,61
Tyson Commander,Loyola Maryland,G,6'4,Sophomore,15,5.1,2.4,1.2,-261,35.3,26.8,69
Ben Roy,Boston U.,G,6',Sophomore,0,4.3,1.9,1.6,-2,42.9,38.1,63.6
Kam Summers,Navy,G,6'4,Junior,8,3.5,1.9,0.4,-43,37.3,38.2,83.3
Garrett Brennan,Loyola Maryland,G,6'4,Sophomore,7,3.5,2.8,1.5,-33,44.3,32.1,58.3
Ben Capron,Holy Cross,G,6',Sophomore,0,0,0,0,-4,NA,NA,0
Samuel Gibbs,Loyola Maryland,G,6'3,Sophomore,0,1.2,0.8,0.2,6,100,NA,66.7
Jaden Kirkwood,Holy Cross,G,6'5,Sophomore,0,0.1,0.2,0,-15,0,0,50
Mac MacDonald,Navy,G,6'1,Junior,18,8.7,2.4,1.1,-28,40.5,34.2,53.3
Lincoln Ball,American,G,6'6,Senior,31,4.8,6.3,2.1,10,36.4,24.4,68.9
Will Batchelder,Holy Cross,G,6'1,Sophomore,30,8.6,1.6,1.5,-202,39.4,37.5,67.9
Mitch Fischer,Navy,F,6'9,Junior,25,5.5,3,0.6,-74,45.9,21.4,73.1
Chandler Baker,Colgate,G,6'5,Senior,0,4.9,1.3,0.3,125,47.4,45.1,81.8
Brendan Reed,Lehigh,G,5'11,Sophomore,0,1,0,0,-6,100,100,NA
Bube Momah,Lehigh,F,6'8,Sophomore,20,6.5,3.7,0.7,-35,44.5,41.7,70.3
Henri Adiassa,Lehigh,F,6'11,Sophomore,0,0.2,0.8,0.2,-16,0,NA,100
Eric Sondberg,Lafayette,G,6'7,Senior,31,8.6,3.4,0.7,-108,40.4,38.9,79.2
Nicolas Louis-Jacques,Colgate,G,6'4,Junior,19,6.9,1.6,0.6,37,38.4,36.4,84
Tommy Conniff,Lehigh,F,6'11,Sophomore,0,0,0.8,0,-12,0,NA,NA
Kyle Jenkins,Lafayette,F,6'7,Senior,31,9,4.4,1.3,-166,46.2,34.9,61
Luke Rasmussen,Lafayette,G,6'7,Freshman,0,2.5,1.6,0.5,-72,32.2,31.8,52.9
Jon Brantley,Lafayette,G,6'3,Senior,0,2.8,0.8,0.3,-16,26.9,12.5,50
Griff Lamb,Army West Point,F,6'8,Junior,0,3,0,0,3,100,100,NA
Mark Butler,Lafayette,G,5'10,Freshman,31,7.5,2.9,3.7,-158,50.9,0,61.6
Isaiah Caldwell,Army West Point,G,6'4,Junior,2,1.9,1.1,0.7,-74,42.9,33.3,91.7
Mike Bednostin,Lafayette,F,6'11,Freshman,0,1.6,0.7,0.2,5,46.2,NA,100
Andrew Phillips,Lafayette,F,6'4,Freshman,0,1.6,0.5,0.1,10,34.5,33.3,50
Blane St. Clair,Army West Point,G,6'5,Junior,0,0,0.3,0,0,NA,NA,NA
Blake Barker,Army West Point,G,6'2,Junior,7,5.4,2.1,0.9,-61,35.7,33.8,83.3
Joshua Wyche,Lafayette,F,6'6,Freshman,0,2.5,2.7,0.7,-20,35.1,10,63.3
TJ Small,Army West Point,G,6'2,Junior,21,8.9,2.9,1,-83,33.2,30.7,76.9
Nolan Naess,Army West Point,F,6'8,Junior,0,0,0,0,-2,NA,NA,NA
Luke Benson,Army West Point,G,5'11,Junior,0,0,0,0,0,NA,NA,NA
AJ Allenspach,Army West Point,F,6'8,Junior,1,2.2,2,0.3,-77,51.9,0,43.5
Ben Palacios,Boston U.,G,6'5,Junior,1,3.1,0.8,0.4,-23,34.2,26.1,55.6
Luka Savicevic,Lafayette,G,6'3,Junior,0,3.4,1.4,1.2,-10,29.9,28.6,77.3
Ethan Okwuosa,Boston U.,G,6'2,Junior,30,7.6,4.1,1.2,-57,40.3,27.8,64.4
Elijah Stephens,American,G,5'9,Junior,28,12.1,2.2,4.8,-1,45.2,32.3,81.8
Josh Bascoe,Bucknell,G,6',Junior,15,9.4,2.3,3.6,-58,43.3,35.4,79.5
Troy Cicero Jr.,Loyola Maryland,G,6'1,Freshman,0,0,0.2,0,-15,0,0,NA
Elvin Edmonds IV,Bucknell,G,6'2,Junior,26,10.8,3.4,4.4,-14,41.6,28.4,76.8
Ian Motta,Bucknell,F,6'6,Junior,9,5.4,2.9,0.5,-78,44.8,36.8,73.5
Burke Chebuhar,Lehigh,F,6'8,Senior,22,7.8,5.2,1.1,6,46.3,33.8,76.4
Keith Higgins Jr.,Lehigh,G,6'4,Junior,13,12.3,3.8,1.8,-24,42.3,30.4,83.7
Mason Whittaker,American,F,6'9,Junior,0,0,0.4,0,18,0,0,NA
Tyler Whitney-Sidney,Lehigh,G,6'2,Junior,28,15.1,3.4,2,-5,45.9,31,72.7
Jordan Stiemke,Loyola Maryland,G,6'5,Freshman,10,5.2,2.2,0.5,-41,39,42.1,74.1
Ben Knostman,Lehigh,G,6'5,Junior,0,0.8,1.6,1.2,32,26.2,10,0
Lysander Rehnstrom,Navy,G,6'3,Senior,8,5.1,1.6,0.6,0,33.6,37,46.7
D'Angelo Stines,Loyola Maryland,G,6'1,Junior,17,9.2,3,2,-185,32.4,35.1,70.4
Caleb Kenney,Holy Cross,F,6'6,Junior,32,12,6.4,1.4,-146,57.9,NA,60.5
Josh Adoh,Bucknell,G,6'3,Senior,15,2.8,2,0.4,51,36.2,37.8,70
Kyle Carlesimo,Colgate,G,6'2,Sophomore,0,0.8,0.9,0.2,-35,23.8,21.4,NA
Alek Delev,Bucknell,G,6',Senior,1,0,0,0,-5,0,0,NA
Cam Gillus,Lehigh,G,5'11,Freshman,16,5.6,2.1,1.9,7,41.2,34.8,67.4
Brady Cummins,Colgate,G,6'6,Sophomore,17,7.2,2.6,1,131,47.5,37.5,57.1
Joshua Ingram,Lehigh,G,6'4,Freshman,19,6.1,3.5,1.4,66,43.1,30,80.9
Braeden Smith,Colgate,G,6',Sophomore,33,12.8,5.6,5.8,189,39.3,31.1,78.2
Julian Scott,Colgate,G,6'2,Freshman,0,0.2,0.3,0.4,9,50,NA,NA
Jake Pike,Lehigh,F,6'8,Freshman,0,1.2,0.2,0,-7,66.7,50,NA
Jalen Cox,Colgate,G,6'3,Freshman,14,4.5,2.5,1.7,100,47.7,39.4,57.1
Nasir Whitlock,Lehigh,G,6'2,Freshman,0,5,1.4,0.4,-8,41.5,39.4,52.2
Cooper Wright,Colgate,F,6'5,Freshman,0,0.4,0.7,0,14,50,0,50
Parker Jones,Colgate,G,6'6,Freshman,1,3.8,2.6,0.8,20,47.2,39.1,85.7
Sam Wright,Colgate,F,6'8,Freshman,0,1.6,0.3,0,5,35.3,22.2,100
Gibraltar Coleman,American,F,6'6,Freshman,0,0,0,0,1,0,0,NA
Noah Jones,American,F,6'6,Sophomore,0,0.3,0.5,0.2,-21,33.3,100,NA
Greg Jones,American,F,6'6,Freshman,7,2.8,2.3,0.6,-18,37.7,28.6,75
Matt Mayock,American,F,6'7,Freshman,27,8.4,2.2,0.9,32,46.7,42.5,71.4
Geoff Sprouse,American,G,6',Sophomore,0,8.1,2.2,1.3,-42,40.1,36.4,86.7
Ryan Pettit,Lafayette,G,6'1,Sophomore,3,5.1,2,1.5,18,37.9,30.7,74.3
Jermaine Ballisager Webb,American,F,7',Sophomore,1,7.5,3.7,0.3,-16,57.7,NA,63.3
Ryan Moffatt,Colgate,F,6'6,Senior,31,10.5,4.5,1.7,179,42.7,37.2,73.1
Keegan Records,Colgate,F,6'10,Senior,31,10.9,6.2,1.2,160,56.5,25,72.8
Bo Montgomery,Holy Cross,G,6'5,Senior,19,10.8,4.7,2.7,-136,41.1,39.7,68.9
Louth Coulibaly,Holy Cross,F,6'9,Senior,1,3.2,3.2,0.4,-104,48.1,NA,42.9
Michael Rabinovich,Holy Cross,F,6'10,Senior,0,0.9,0.6,0,-10,18.2,11.1,60
Patrick O'Brien,Bucknell,F,6'8,Freshman,0,0.3,0.6,0,0,50,NA,0
Zach Lezanic,Army West Point,G,6',Senior,2,0.4,0.2,0,-2,33.3,0,NA
Brandon McCreesh,Bucknell,G,6'4,Freshman,0,1.8,1,0.6,-21,48.5,54.5,83.3
Kwabena Davis,Army West Point,G,6'3,Senior,8,2,1,0.4,-33,28.1,20,27.3
Jared Cross,Army West Point,G,6'3,Senior,14,4.6,1.7,1.2,-88,41.3,41.1,47.1
Charlie Peterson,Army West Point,F,6'9,Senior,9,4.9,4.1,1.1,-94,43.9,4.8,37.5
Matt Dove,Army West Point,F,6'10,Senior,2,1.1,1.1,0.3,-21,52.6,0,36.4
Zach Rocco,Army West Point,G,6'1,Senior,2,0.2,0,0.2,-1,0,0,50
Abe Johnson,Army West Point,F,6'8,Senior,20,6.7,6.3,1,-27,54.4,NA,54.4
Quin Berger,Bucknell,G,6'2,Sophomore,0,1.8,0.9,0.2,7,35,30.6,100
Justin Vander Baan,Lafayette,F,7',Junior,31,9.5,5.3,1.7,-118,41.1,20.3,67.1
Adrian Samuels,American,G,6'5,Sophomore,0,1.3,1.1,0.3,47,33.3,42.9,33.3
Nick Marshall,American,G,6'4,Sophomore,0,0,0,0,-7,0,0,NA
Golden Dike,Loyola Maryland,F,6'10,Senior,22,7.5,6.7,2.4,-176,53,0,33.1
Chris Kuzemka,Loyola Maryland,G,6',Junior,1,6.7,1.4,1.4,-17,43.5,36.7,90
Milos Ilic,Loyola Maryland,F,6'9,Junior,26,7.6,5.1,1.4,-132,47.2,23.3,64.6
Lorenzo Donadio,American,G,6'4,Senior,31,9.3,4.1,2.3,11,43.1,33.3,63
David Brown III,Loyola Maryland,G,6'5,Junior,20,4.9,2.8,0.7,-244,35.6,29.3,72
Chris Gleaton,American,G,6'3,Senior,0,1.8,1,0.3,10,30.8,28.6,66.7
Charlie Weisberg,Loyola Maryland,G,6'3,Junior,0,0,0,0,2,0,NA,NA
Matt Rogers,American,F,6'9,Senior,30,16.5,6.3,1.6,11,49.7,36.8,74.3
Colin Smalls,American,G,6'2,Senior,0,5.3,1.7,0.7,-69,43.2,29.3,73.9
Ryan Curry,Army West Point,G,6',Freshman,28,10.3,3.1,3,-83,39.1,34.6,73.8
Cam Cole,Navy,G,6'2,Freshman,0,0.4,0.3,0.1,-25,23.1,16.7,NA
Josh Scovens,Army West Point,F,6'4,Freshman,28,11.8,5.1,1.9,-127,39.5,32.1,67.1
Donovan Draper,Navy,F,6'5,Sophomore,22,9.6,9.1,1.4,1,42.4,26.2,60
Joe Octave,Holy Cross,G,6'4,Senior,28,14.8,5.9,1.8,-226,42.9,28.9,72.2
Nyles Howard,Navy,G,6'3,Freshman,0,1.7,1.6,0.2,-42,24.2,23.5,87.5
Kendall Hailey,Army West Point,G,6'3,Freshman,6,0.9,1.3,0.8,7,23.8,0,83.3
Carnegie Johnson,Navy,G,5'11,Freshman,0,0.6,0.3,0.4,-26,27.3,0,0
Jade Tse,Holy Cross,G,6'1,Senior,0,0,0.7,0,-15,0,0,NA
Dylan Blair,Army West Point,G,5'9,Freshman,0,1.8,0.6,0.7,-69,29.6,31.4,62.5
Sam Thomson,Colgate,F,6'9,Senior,1,4.3,2.8,0.8,19,49.1,0,56.4
Tate Laczkowski,Army West Point,F,6'8,Freshman,0,1.5,0.5,0,6,100,100,NA
Jinwoo Kim,Navy,G,6'3,Freshman,4,2.4,2,1,-10,28.6,14.3,75
Jack Medalie,Navy,G,6'6,Freshman,0,3.4,1.2,0.8,8,32.8,20,50
Alex Capitano,Colgate,G,6'4,Senior,1,0,1,0,-2,0,0,NA
Isaiah Thompson,Lafayette,G,6',Junior,0,0,0,0,-2,NA,NA,NA
Jeff Woodward,Colgate,F,6'11,Senior,17,7.3,4.1,1.2,64,61.9,0,54.3
Jordan Pennick,Navy,G,5'11,Freshman,5,3.7,2.3,0.1,54,30.4,26.5,81.2
Devin Hines,Lafayette,G,6'4,Junior,28,9.8,3.8,1.4,-136,36.9,33.6,68.5
Chris Rubayo,Lafayette,F,6'9,Junior,0,4.7,2.6,0.6,-29,48,33.3,88.9
Tony Atkinson,Navy,F,6'8,Senior,0,0,0,0,-5,NA,NA,NA
Austin Inge,Navy,G,6',Senior,17,5.6,2,1.4,-82,33.1,35.8,71.4
Malcolm Chimezie,Boston U.,F,6'8,Junior,0,4.7,3.7,0.3,-35,46.4,NA,50
Matai Baptiste,Boston U.,F,6'7,Freshman,4,5.2,3.4,0.6,-30,36.7,25.8,75
Kyrone Alexander,Boston U.,G,6'4,Freshman,32,9.5,4.1,1.7,39,38.6,33,80.2
Ruot Bijiek,Bucknell,F,6'9,Sophomore,32,7.2,3.2,1.1,-85,35.8,30.3,79.2
Ryan Sutliff,Boston U.,G,6'4,Junior,0,0.4,0.2,0,-2,50,0,NA
Pip Ajayi,Bucknell,G,6'7,Junior,0,3.2,3.3,0.5,-15,59.7,0,43.5
Michael McNair,Boston U.,G,6'5,Freshman,0,2.1,1.1,0.3,-42,30.6,26.5,64.7
Brady Muller,Bucknell,G,6'4,Sophomore,3,0.5,0.5,0.1,-13,37.5,16.7,NA
Noah Williamson,Bucknell,F,6'11,Sophomore,31,12.3,6.4,1.2,-38,49.5,32.9,64.2
Andrew Patnode,Boston U.,F,6'8,Senior,0,0,0.6,0.1,-12,0,NA,0
Anthony Morales,Boston U.,F,6'8,Senior,1,10.9,4.3,1.4,-44,44.5,38.5,89.2
Miles Brewster,Boston U.,G,6'3,Senior,32,10.7,3.9,3.3,-11,42.6,39.3,72
Alex Daniels,American,G,6'3,Junior,0,0,0,0,4,NA,NA,NA
Jack Forrest,Bucknell,G,6'5,Senior,33,16,5.2,1.5,-51,40.8,37.1,80.2
Austin Benigni,Navy,G,5'10,Sophomore,30,17.3,2.9,3.9,6,38.7,23,84.5
Cam Cormany,Navy,G,6',Sophomore,0,0,0,0,-1,0,NA,NA
Aidan Kehoe,Navy,F,6'10,Sophomore,5,3.3,3.7,0.8,9,54.7,NA,26.3
Dominic Parolin,Lehigh,F,6'8,Senior,17,11.7,6.2,1.6,-31,44.5,32.9,81.5
Sam Krist,Navy,G,6'4,Sophomore,0,0,0,0,0,NA,NA,NA
